"","Number","Plot","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc"
"5457",13,"RAV339120","RAV33912013","6/23/2015","EK, JV ","PIMO","N","",1.9,"46.9",1,8.01,"","","RTB",NA,NA,NA,NA,0,100,NA,NA,1,"","","46.9",12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,1726.69385,1.72669385,2.12859854390362,"RAV33912014",0.152249716995286,0,0,NA,1,262.88865,39.5246466066372,3,1390.13295,83.0525052817244,"L",15,-85
"5458",16,"ROB926120","ROB92612016","8/1/2015","SF,EK,JV","PIMO","Y","",1,"51.9",NA,10.4,"20","10","RTB","PTB","PSF",NA,NA,0,10,NA,NA,2,"","","51.9",19.8,NA,NA,NA,NA,NA,NA,NA,NA,2114.48385,2.11448385,1.35286637900729,"ROB92612010",0.969409082977862,2,2279.3417,1026.02179148201,4,2490.51455,315.8129501651,7,5254.947,285.418115806275,"L",30,20
"5459",10,"SS604120","SS60412010","8/18/2014","SF, TD, AU","JUOS","Y","",1,"51.9",2,6.96,"0","0",NA,NA,NA,NA,NA,0,30,NA,NA,2,"","","51.9",20.1,18.1,27.6,NA,NA,NA,NA,NA,NA,2114.48385,2.11448385,1.89246012367285,"SS60412014",0.19982105798538,1,422.5184,231.367419929143,1,422.5184,57.8418549822857,2,3182.96305,149.037089126371,"L",15,-15
"5460",2,"SS452360","SS4523602","9/12/2015","PW,SF","PIMO","Y","",1,"52",1.5,3.59,"5","20","PNS","PTB","RTB",NA,NA,0,40,NA,NA,2,"","","52",15.1666666666667,19.2,NA,NA,NA,NA,NA,NA,NA,2122.64,2.12264,4.5369266604982,"SS45236028",0.115861686390533,0,0,NA,0,0,NA,3,1561.85955,91.1901045398729,"L",15,-25
"5461",47,"TOI1596240","TOI159624047","7/29/2015","JV,EK","PIMO","N","B",1.0188679245283,NA,1,5.36,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","",NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,2123.654,0.2123654,4.76175528563633,"TOI159624046",0.0326619119687105,0,0,NA,0,0,NA,3,566.9427,40.4357226219443,"D",100,0
"5463",5,"FC795","FC7955","6/4/2015","SF, JV ","JUOS","Y","",2,"15, 50.1",4,2.91,"","",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","15",50.1,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,2146.98285,2.14698285,4.82068687734529,"FC7954",0.355918259896673,0,0,NA,0,0,NA,2,3637.44665,165.886597891603,"L",15,-5
"5464",9,"DES998360","DES9983609","6/9/2015","JV, EK ","PIMO","N","",2,"48.1",1,8.33,"","","RTB","PTB",NA,NA,NA,0.538461538461538,100,NA,NA,1,"","","48.1",29,NA,NA,NA,NA,NA,NA,NA,NA,1816.18385,1.81618385,3.2164569378742,"DES99836011",0.695022065084435,0,0,NA,2,1579.4357,191.096325432216,3,3017.4301,154.68880852603,"L",35,-65
"5465",6,"SS32","SS326","8/12/2014","PW, SF, AU","PIMO","Y","",1,"52.4",NA,6.24,"5","10","IPS",NA,NA,NA,NA,2,40,NA,NA,2,"","","52.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2155.4216,2.1554216,2.02919714532596,"SS327",0.147139589767496,0,0,NA,3,3567.48745,398.110300222022,6,5049.80295,268.152087556201,"L",10,-30
"5466",17,"FC791240","FC79124017","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"52.5",1,2.14,"","",NA,NA,NA,NA,NA,0,60,NA,NA,1,"","char burned ","52.5",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,2163.65625,2.16365625,2.97398021735682,"FC79124016",0.794644897959184,0,0,NA,3,2745.96925,322.690232279025,6,8427.8228,404.473484003234,"L",35,-25
"5467",25,"SHO424240","SHO42424025","6/18/2015","JV,EK","JUOS","Y","",2,"42.1,31.4",1,4.29,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","42.1",31.4,NA,NA,NA,NA,NA,NA,NA,NA,2165.32045,2.16532045,3.02505795915876,"SHO42424024",0.0369819857379539,0,0,NA,2,163.3585,30.9386076558615,3,879.3099,57.5074289944178,"L",10,-5
"5468",12,"SS32240","SS3224012","8/13/2014","PW, SF, AU","PIMO","N","B",1,"26.4",1,5.49,"0","0","IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","","26.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2172.944135,0.5471136,1.73475443432461,"SS3224011",0.0708071586018938,1,153.86,102.855965477666,3,382.8445,66.3908196959975,9,3933.23465,237.721375388995,"L",10,-90
"5470",39,"SPR1575","SPR157539","8/11/2015","JV, EK, SF","JUOS","Y","",2,"47.1, 23.8",1,5.52,"","",NA,NA,NA,NA,NA,0.45,30,NA,NA,2,"","","47.1",23.8,10.3,6.4,NA,NA,NA,NA,NA,NA,2186.10725,2.18610725,0.688437423329091,"SPR157546",0.159868574609045,2,729.42985,411.205388098179,5,1919.28575,267.773276704247,7,5019.447,275.107087924146,"L",10,-20
"5473",36,"TOI533360","TOI53336036","7/9/2015","PW,EK","JUOS","Y","",1,"53",NA,6.92,NA,NA,"MT",NA,NA,NA,NA,0,40,NA,NA,1,"","","53",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,2205.065,2.205065,0.553711521190639,"TOI53336061",0.0413599145603418,2,650.47455,375.086847435367,4,1444.1488,203.937236556491,8,2983.68295,186.066364028226,"L",15,-25
"5474",12,"SHO446","SHO44612","6/14/2015","SF, EK ","PIMO","N","B",4,"",2,4.26,"","","IPS",NA,NA,NA,NA,1.43478260869565,100,NA,NA,1,"","","",14.9,11.8,11.4,NA,NA,NA,NA,NA,NA,2206.118375,0.220611838,4.05758896782665,"SHO4468",0.320398718405126,0,0,NA,0,0,NA,2,1036.73375,60.5821888725132,"D",100,0
"5475",17,"SHO424120","SHO42412017","8/3/2015","EK,JV,SF","JUOS","Y","",5,"25.5,24.4,20,29.9,17.1",1,4.44,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,2,"","","25.5",24.4,20,29.9,17.1,NA,NA,NA,NA,NA,2223.14355,2.22314355,2.33222399562726,"SHO42412018",0.0214828232751772,0,0,NA,1,47.7594,10.0564762864208,5,1634.18945,104.602082939216,"L",20,-10
"5476",19,"TOI1596","TOI159619","7/29/2015","SF,JV","PIMO","Y","",1,"53.3",1.33333333333333,5.15,"4","3","PNS","PSF","PTB",NA,NA,4,25,NA,NA,2,"","","53.3",2,NA,NA,NA,NA,NA,NA,NA,NA,2230.09865,2.23009865,3.10234400355598,"TOI159620",0.0242494429562567,0,0,NA,1,54.07865,11.1110303736067,2,157.8949,13.3801938455827,"L",0,-25
"5477",11,"TOI533240","TOI53324011","7/10/2015","SF","JUOS","Y","",1,"53.3",1,6.56,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","53.3",10.73125,7.02,6.2,NA,NA,NA,NA,NA,NA,2230.09865,2.23009865,0.986087715280557,"TOI5332408",0.446113717884184,1,994.8776,460.014196458827,3,2004.52105,250.666367969425,6,3614.41475,205.035439982617,"L",30,15
"5479",21,"FC791240","FC79124021","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"53.5",1,2.28,"","",NA,NA,NA,NA,NA,0,10,NA,NA,2,"","","53.5",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,2246.86625,2.24686625,1.6478914591628,"FC79124019",0.0289317844353219,1,65.00585,51.5175762481184,4,2384.86925,305.016452610984,7,7529.68075,380.924260923148,"L",15,5
"5480",4,"TOI1577","TOI15774","10/2/2015","PW,SF","PIMO","Y","",1,"53.5",1,9.24,"0","3","IPS","PTB","PNS",NA,NA,1,20,NA,NA,2,"","","53.5",12.6666666666667,4.3,NA,NA,NA,NA,NA,NA,NA,2246.86625,2.24686625,3.56573718568952,"TOI15773",0.452790636736833,0,0,NA,1,1017.36,117.084528202267,3,1040.91785,65.8455959435567,"L",5,-15
"5481",9,"TOI1596240","TOI15962409","7/29/2015","JV,EK","JUOS","Y","",1,"53.5",1.15789473684211,2.35,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,2,"","","53.5",44.9,NA,NA,NA,NA,NA,NA,NA,NA,2246.86625,2.24686625,0.593759240723563,"TOI15962408",0.0349375491309285,4,413.60455,299.073302254672,4,413.60455,74.768325563668,6,3696.94295,208.784020631804,"L",0,-15
"5482",2,"FC795120","FC7951202","6/6/2015","SF, EK ","JUOS","Y","",2.33333333333333,"53.6",NA,2.7,"","",NA,NA,NA,NA,NA,NA,35,NA,NA,2,"","","53.6",30.4,40.6,NA,NA,NA,NA,NA,NA,NA,2255.2736,2.2552736,1.49392837161728,"FC7951201",0.898251280908888,1,2025.8024,813.964091358982,1,2025.8024,203.491022839746,2,2785.06225,133.891194363986,"L",15,-20
"5483",4,"DIA333120","DIA3331204","6/28/2015","SF, JV","JUOS","Y","",2,"53.7",NA,5.46,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","53.7",36.05,NA,NA,NA,NA,NA,NA,NA,NA,2263.69665,2.26369665,6.22288915937341,"DIA3331205",0.662238312717386,0,0,NA,0,0,NA,0,0,NA,"L",15,0
"5484",10,"RAV339240","RAV33924010","5/21/2015","SF,JV,EK","JUOS","Y","",1,"53.7",1,6.75,NA,NA,"MT",NA,NA,NA,NA,0,75,NA,NA,2,"","","53.7",11.9125,16.6,NA,NA,NA,NA,NA,NA,NA,2263.69665,2.26369665,1.64920484301989,"RAV33924059",0.0244686495427733,2,174.15225,130.27470758919,6,485.2085,92.0753779509022,8,1205.7286,89.9252440762479,"L",25,-50
"5485",49,"SS256120","SS25612049","8/16/2014","PJW,MDR","JUOS","Y","",1,"53.8",1,5.39,"0","0",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","53.8",16.3909090909091,17.5,7.8,NA,NA,NA,NA,NA,NA,2272.1354,2.2721354,2.06529958841941,"SS25612048",0.891585246196155,0,0,NA,2,2309.1874,259.197323344452,4,4283.8235,216.905348587551,"L",20,5
"5486",49,"DES1014120","DES101412049","5/27/2015","PW,SF,JV,EK","PIMO","Y","",1,"53.9",1,9.43,"4","","PNS","PTB","IPS",NA,NA,0,65,NA,NA,1,"","","53.9",13.175,10.95,11.6,13.4,NA,NA,NA,NA,NA,2280.58985,2.28058985,1.50273167214685,"DES101412081",0.00374843815077051,1,8.54865,10.1136719208388,6,112.27855,28.4478302115386,10,3097.64925,200.388111296899,"L",50,-15
"5487",6,"FC795120","FC7951206","6/6/2015","SF, EK ","JUOS","Y","",2.33333333333333,"53.9",NA,1.7,"","",NA,NA,NA,NA,NA,NA,20,NA,NA,1,"","","53.9",30.4,40.6,NA,NA,NA,NA,NA,NA,NA,2280.58985,2.28058985,2.47851216754515,"FC7951207",1.32741178778815,0,0,NA,1,3027.28185,280.896297517898,2,8114.2781,315.823933522258,"L",15,-5
"5488",11,"SPR1575240","SPR157524011","8/12/2015","JV, EK, SF","PIMO","Y","",1,"53.9",1,10.02,"7","0","RTB","PSF","IPS",NA,NA,0,10,NA,NA,2,"","","53.9",16,20.4,10.4,NA,NA,NA,NA,NA,NA,2280.58985,2.28058985,2.2380663794694,"SPR157524016",0.260308204914619,0,0,NA,7,1531.6135,238.775729950134,9,2485.4513,164.472840930984,"L",5,-5
"5489",20,"DIA333360","DIA33336020","6/27/2015","EK, SF ","JUOS","Y","",2,"54",NA,5.36,"","",NA,NA,NA,NA,NA,0,40,NA,NA,2,"","","54",18.7333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2289.06,2.28906,2.58218972768691,"DIA33336036",0.45687585733882,0,0,NA,3,1332.9771,180.676950693204,3,1332.9771,80.3008669747573,"L",5,-35
"5491",39,"TOI1596240","TOI159624039","7/29/2015","JV,EK","PIMO","N","B",1.0188679245283,NA,1,7.32,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","",NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,2290.1535,0.22901535,2.10388345307771,"TOI159624038",0.548696844993141,0,0,NA,3,3220.0375,366.683139172257,4,7520.751,340.741513646322,"D",100,0
"5492",31,"TOI1596120","TOI159612031","7/30/2015","SF,JV","PIMO","N","B",1,"",3,3.07,NA,NA,"RTB",NA,NA,NA,NA,1.75308641975309,100,NA,NA,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2642.0015,0.26420015,0.488488971378267,"TOI159612032",0.110675429215313,3,1651.02325,858.103098986769,5,1820.03375,256.602819862833,14,6384.4261215,382.638938666942,"D",100,0
"5493",13,"SS604120","SS60412013","8/18/2014","SF, TD, AU","JUOS","Y","",3,"41.2,27.4,22.2",2,6.08,"0","0",NA,NA,NA,NA,NA,0,50,NA,NA,2,"","beetles","41.2",27.4,22.2,27.6,NA,NA,NA,NA,NA,NA,2308.7164,2.3087164,3.47638207547769,"SS60412012",1.19566207872045,0,0,NA,1,2760.44465,260.847560453385,3,2869.4419,148.570460271578,"L",35,-15
"5494",35,"SS32120","SS3212035","8/13/2014","PW, SF, AU","JUOS","Y","",1,"54.4",1,4.81,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","54.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2323.0976,2.3230976,2.00026776081312,"SS3212036",0.0494735348183391,0,0,NA,5,1477.99015,217.124626057133,8,3014.45495,187.604785181279,"L",15,10
"5495",10,"FC791240","FC79124010","6/3/2015","SF, EK ","JUOS","Y","",2.66666666666667,"54.5",1,3.53,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","54.5",32.1,25.1,NA,NA,NA,NA,NA,NA,NA,2331.64625,2.33164625,1.20869563339656,"FC79124011",0.1164750441882,1,271.5786,162.278977773566,1,271.5786,40.5697444433916,3,6773.765,295.999653451235,"L",25,0
"5496",39,"FC791360","FC79136039","6/4/2015","JV, EK ","JUOS","Y","",2.4,"54.5",1,2.53,"","",NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","54.5",21.62,29.25,NA,NA,NA,NA,NA,NA,NA,2331.64625,2.33164625,0.954937215771559,"FC79136054",0.00945711640434307,2,339.1985,222.435338798785,3,787.59835,118.445112536859,6,10752.3491,491.795889231377,"L",45,5
"5498",14,"DIA248","DIA24814","6/24/2015","SF, JV","CELE","Y","",2,"43, 33.6",2,4.66,"","",NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","43",33.6,NA,NA,NA,NA,NA,NA,NA,NA,2337.6986,2.3376986,7.54449113501841,"DIA24816",0.819473733696893,0,0,NA,0,0,NA,0,0,NA,"L",10,-10
"5499",32,"DIA333","DIA33332","6/27/2015","EK, JV","JUOS","Y","",2,"54.7",NA,5.23,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","54.7",23.4,NA,NA,NA,NA,NA,NA,NA,NA,2348.79065,2.34879065,3.32550866295746,"DIA33338",0.0252966989629323,0,0,NA,2,176.25605,32.8840354496068,3,1502.2859,88.388137183678,"L",5,-20
"5501",8,"FC795120","FC7951208","6/6/2015","SF, EK ","JUOS","Y","",2.33333333333333,"54.8",NA,3.2,"","",NA,NA,NA,NA,NA,NA,40,NA,NA,1,"","","54.8",30.4,40.6,NA,NA,NA,NA,NA,NA,NA,2357.3864,2.3573864,4.54852243010099,"FC79512013",1.38761055463797,0,0,NA,0,0,NA,2,4120.8261,183.356746335899,"L",30,-10
"5502",17,"SHO424360","SHO42436017","8/3/2015","EK,JV,SF","JUOS","Y","",1,"54.8",1.5,4.78,NA,NA,"MT",NA,NA,NA,NA,0,45,NA,NA,2,"","","54.8",15.9571428571429,11.1,NA,NA,NA,NA,NA,NA,NA,2357.3864,2.3573864,0.749750014182294,"SHO42436018",0.0108190367094677,3,72.4555,69.8232083730746,6,1935.5745,279.480111091332,10,4446.8994,267.845630520489,"L",50,5
"5503",6,"ROB926120","ROB9261206","8/1/2015","SF,EK,JV","JUOS","Y","",1,"54.9",NA,5.91,NA,NA,"MT",NA,NA,NA,NA,0,45,NA,NA,2,"","","54.9",19.8,NA,NA,NA,NA,NA,NA,NA,NA,2365.99785,2.36599785,1.72316740026292,"ROB92612025",0.0111612104803899,1,26.4074,25.0032185800481,4,631.4069,104.99199243911,4,631.4069,46.6631077507155,"L",40,-5
"5504",16,"SPR1620120","SPR162012016","3/21/2015","SF,PW","JUOS","Y","",1,"54.9",1.35,4.25,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,3,"","","54.9",21.76,25.2,16.6,14.3,NA,NA,NA,NA,NA,2365.99785,2.36599785,2.4131956196626,"SPR162012014",0.322971722057989,0,0,NA,2,3385.93265,352.388209614866,5,13680.34415,575.549943465014,"L",25,-15
"5505",2,"DIA333120","DIA3331202","6/28/2015","SF, JV","JUOS","Y","",2,"29.2, 46.5",NA,4.71,"","",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","29.2",46.5,NA,NA,NA,NA,NA,NA,NA,NA,2366.68865,2.36668865,2.29521819871897,"DIA3331201",0.568498353173748,0,0,NA,3,2261.8676,276.180147002026,4,4671.1582,232.508400966573,"L",10,5
"5507",34,"SPR1620120","SPR162012034","3/21/2015","SF,PW","JUOS","Y","",1,"55.1",1.35,4.12,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,2,"","","55.1",21.76,25.2,16.6,14.3,NA,NA,NA,NA,NA,2383.26785,2.38326785,4.23797914761433,"SPR162012035",0.0309913340206389,0,0,NA,0,0,NA,6,5355.41915,281.099587485637,"L",20,0
"5508",1,"TOI533360","TOI5333601","7/9/2015","PW,EK","JUOS","Y","",1,"55.1",NA,4.77,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,2,"","","55.1",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,2383.26785,2.38326785,0.647773459146307,"TOI53336039",0.00996373529731457,1,23.74625,22.9602231425093,3,60.49995,15.1039641081384,10,1347.6566,102.755699741863,"L",5,-5
"5509",9,"FC795","FC7959","6/4/2015","SF, JV ","JUOS","N","",2.75,"55.2",4,1.54,"","","FIRE",NA,NA,NA,NA,0,100,NA,NA,2,"","","55.2",25.0222222222222,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,2391.9264,2.3919264,2.00509610194204,"FC7958",1.72503478785969,0,0,NA,2,4138.71625,413.989386368054,3,4191.49965,201.373119421051,"D",100,0
"5510",32,"SPR1575360","SPR157536032","8/10/2015","JV,SF,EK","JUOS","Y","",1,"55.2",1.44444444444444,6.7,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,2,"","","55.2",14.725,11.3,NA,NA,NA,NA,NA,NA,NA,2391.9264,2.3919264,1.19502557652375,"SPR157536033",0.221960633905792,1,530.9135,277.902633732699,3,981.4564,141.321758045057,4,2951.81425,160.868817601357,"L",30,-10
"5511",4,"SHO446120","SHO4461204","6/16/2015","SF, EK ","PIMO","N","B",NA,"",2,5.23,"","","RTB",NA,NA,NA,NA,1.04,100,NA,NA,1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3462.68696,0.346268696,4.19340239025762,"SHO44612016",0.0107933089048281,0,0,NA,0,0,NA,6,626.3631965,50.2292278296377,"D",100,0
"5512",14,"SHO424240","SHO42424014","6/18/2015","JV,EK","PIMO","Y","",1,"55.5",1,6.63,"5","0","RTB","PNS",NA,NA,NA,0,40,NA,NA,2,"","","55.5",29.8,NA,NA,NA,NA,NA,NA,NA,NA,2417.99625,2.41799625,2.04471843979226,"SHO42424016",0.0311792873955036,0,0,NA,3,483.41085,80.0564726455766,5,1500.3077,97.6674561342349,"L",5,-35
"5513",5,"SS32240","SS322405","8/13/2014","PW, SF, AU","JUOS","Y","",1,"55.7",1,4.74,"0","0",NA,NA,NA,NA,NA,0,25,NA,NA,2,"","","55.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2435.45465,2.43545465,2.06828742288601,"SS322407",0.12636301809192,0,0,NA,2,674.001,96.4838456435865,7,2949.77095,179.568662537089,"L",10,-15
"5514",4,"DES998360","DES9983604","6/9/2015","JV, EK ","PIMO","Y","",2,"56",1.16666666666667,7.83,"5","","RTB","PNS",NA,NA,NA,2,25,NA,NA,2,"","","56",29,NA,NA,NA,NA,NA,NA,NA,NA,2461.76,2.46176,8.19047941147085,"DES9983603",5.405625,0,0,NA,0,0,NA,0,0,NA,"L",10,-15
"5515",34,"ROB938","ROB93834","6/29/2015","SF, EK, JV ","CELE","N","B",2.22222222222222,"",2,2.15,"","",NA,NA,NA,NA,NA,0,100,NA,NA,1,"","","",10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,2462.936,0.2462936,0.141228869753349,"ROB93835",0.0224892567244947,3,351.8684,248.177668208741,12,3560.36575,522.653449746401,24,8151.328935,517.81080111356,"D",100,0
"5516",29,"SS32120","SS3212029","8/13/2014","PW, SF, AU","PIMO","N","B",1,"",1,7,"","","IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","log 21","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2462.936,0.2462936,2.38942765518392,"SS3212030",0.0421514200937418,0,0,NA,1,103.81625,18.7522778947907,6,1448.22295,98.4178514532038,"D",100,0
"5517",2,"TOI1596240","TOI15962402","7/29/2015","JV,EK","PIMO","N","B",1.0188679245283,NA,1,5.73,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","",NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,2462.936,0.2462936,3.89344284145223,"TOI15962403",0.0698135883352227,0,0,NA,1,171.9464,28.1127965558992,6,2262.9586,140.809329139521,"D",100,0
"5518",60,"DES1014","DES101460","5/25/2015","SF,JV","PIMO","N","",1,"56.1",1,11.14,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,2,"","","56.1",31.4,NA,NA,NA,NA,NA,NA,NA,NA,2470.55985,2.47055985,2.59809243625558,"DES101493",0.138792772010765,0,0,NA,1,342.89585,48.9180104797645,4,1449.415985,90.9039693253516,"L",60,-40
"5519",15,"DES998360","DES99836015","6/9/2015","JV, EK ","JUOS","Y","",2,"56.2",1.16666666666667,3.87,"","",NA,NA,NA,NA,NA,0.538461538461538,10,NA,NA,1,"","","56.2",29,NA,NA,NA,NA,NA,NA,NA,NA,2479.3754,2.4793754,4.30128076431304,"DES99836014",0.374665974341764,0,0,NA,0,0,NA,7,5208.23165,283.380134076709,"L",40,30
"5520",29,"FC791","FC79129","6/3/2015","JV, EK ","JUOS","Y","",5,"56.3",1,3.66,"","",NA,NA,NA,NA,NA,0,30,NA,NA,2,"","cut branch ","56.3",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,2488.20665,2.48820665,4.50374604310451,"FC79130",0.161138786442838,0,0,NA,0,0,NA,1,400.9466,24.6487853731622,"L",25,-5
"5521",20,"SS32360","SS3236020","8/14/2014","PW, SF, AU","JUOS","Y","",1,"56.4",1.22222222222222,3.81,"0","0",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","56.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.0536,2.4970536,2.19894229688579,"SS3236019",0.292443161812786,0,0,NA,3,951.93025,137.899648730688,13,7463.12845,427.406798971613,"L",5,-5
"5522",2,"RAV358240","RAV3582402","7/8/2015","EK,SF","JUOS","Y","",8,"19.5,23.8,20.8,17.1,8.8,15.9,31.7,13.5",1,6.67,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","19.5",23.8,20.8,17.1,8.8,15.9,31.7,13.5,NA,NA,2503.46705,2.50346705,2.91048688096092,"RAV3582401",0.12417493172119,0,0,NA,1,310.86785,45.2161086956522,2,1065.25285,61.9159867500207,"L",10,5
"5523",17,"FC795","FC79517","6/4/2015","SF, JV ","JUOS","Y","",2,"41.5, 38.8",4,2.53,"","",NA,NA,NA,NA,NA,0,75,NA,NA,2,"","","41.5",38.8,8.35,8.2,9.3,1.8,8.5,NA,NA,NA,2533.73665,2.53373665,1.89636579484041,"FC79518",0.0959695633719471,1,243.1616,148.505254267963,3,1212.11065,167.40761691166,4,1947.8205,115.236071755657,"L",45,-30
"5524",11,"DIA248","DIA24811","6/24/2015","SF, JV","CELE","Y","",2,"57.4",2,5.73,"","",NA,NA,NA,NA,NA,0,40,NA,NA,2,"","","57.4",33.6,NA,NA,NA,NA,NA,NA,NA,NA,2586.3866,2.5863866,4.86244281166101,"DIA24812",0.0309612839781957,0,0,NA,0,0,NA,2,409.9741,28.7745824989439,"L",25,-15
"5525",11,"SHO424120","SHO42412011","8/3/2015","EK,JV,SF","JUOS","Y","",1,"57.5",1,3.99,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","57.5",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,2595.40625,2.59540625,1.19314123635272,"SHO42412012",0.168456710775047,1,437.2136,237.803231882302,2,546.517,81.5420209533192,8,4471.96445,257.456446773765,"L",20,-10
"5526",22,"SS32360","SS3236022","8/14/2014","PW, SF, AU","JUOS","Y","",1,"57.7",1.22222222222222,4.44,"0","0",NA,NA,NA,NA,NA,0,50,NA,NA,2,"","","57.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2613.49265,2.61349265,2.44437175194682,"SS3236025",0.156141399517615,0,0,NA,3,660.0908,102.793226464012,11,8136.42295,443.217123580932,"L",20,-30
"5528",1,"TOI1596360","TOI15963601","7/29/2015","SF,EK","PIMO","Y","",1,"57.9",NA,5.69,"5","30","IPS","PNS","PSF",NA,NA,0,15,NA,NA,3,"","","57.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,2631.64185,2.63164185,2.986007995391,"TOI159636019",0.105428631939411,0,0,NA,2,1447.069,178.134129640064,4,4236.959,214.999015872892,"L",0,-15
"5529",9,"TOI1577360","TOI15773609","10/3/2015","PW,SF","PIMO","N","B",1.15294117647059,"",1,4.07,NA,NA,"IPS",NA,NA,NA,NA,0,100,NA,NA,1,"","","",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,2642.0015,0.26420015,3.07676588857344,"TOI1577360103",0.0158336965365084,0,0,NA,2,572.49265,84.6378997845094,9,2333.5163,156.354423532347,"D",100,0
"5530",28,"DES998","DES99828","5/28/2015","SF, PJW ","PIMO","N","B",3.5,"",4,8.27,"","",NA,NA,NA,NA,NA,0.05,100,NA,NA,1,"","blowdown","",24.85,17.45,11.9,NA,NA,NA,NA,NA,NA,4185.263375,0.418526338,1.92210325102927,"DES99827",0.06212832424196,1,260.0234,156.714277783723,2,1760.0485,208.443348440837,5,3491.01275,192.346231231397,"D",100,0
"5531",3,"SS256120","SS2561203","8/16/2014","PJW,MDR","JUOS","Y","",2,"46.2,35.5",1,5.83,"0","0",NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","46.2",35.5,17.5,7.8,NA,NA,NA,NA,NA,NA,2664.83165,2.66483165,3.10388164802159,"SS25612011",0.0376146275506747,0,0,NA,3,1058.7138,150.181815630862,8,5181.6437,289.760416734918,"L",30,-10
