Number,Plot,Unique_tree,Date,Observers,Spp,Live,Code,X.Stems,Diameters,DecayClass,Height,Cones.Brown,Cones.Green,MortalityCause1,MortalityCause2,MortalityCause3,MortalityCause4,MortalityCause5,DMR,PerDeadCrown,Easting,Northing,Age,Cored,Comments,Diameters2,Diameters3,Diameters4,Diameters5,Diameters6,Diameters7,Diameters8,Diameters9,Diameters10,Diameters102,BA_cm,BA_m2_per_ha
21,DES998240,DES99824021,6/9/2015,"SF, JV ",JUOS,Y,,NA,24.5,NA,3.56,,,NA,NA,NA,NA,NA,NA,20,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
7,NP342,NP3427,7/21/2015,"JV,EK",PIMO,Y,,1,24.5,NA,5.72,1,0,PTB,PNS,NA,NA,NA,0,35,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
35,NPELECTRICEEL,NPELECTRICEEL35,8/5/2015,"SF,EK",PIMO,Y,,1,24.5,NA,4.27,0,0,PTB,NA,NA,NA,NA,0,10,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
23,NPELECTRICEEL240,NPELECTRICEEL24023,8/5/2015,"JV, SF, EK",JUOS,Y,,1,24.5,NA,5.32,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
51,RAV339360,RAV33936051,5/23/2015,"SF,JV",PIMO,N,,1,24.5,1,8.37,NA,NA,PTB,IPS,RTB,NA,NA,0,100,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
1,SHO424,SHO4241,6/17/2015,"SF, JV ",PIMO,Y,,NA,24.5,NA,2.52,0,0,PTB,NA,NA,NA,NA,0,50,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
67,SHO424120,SHO42412067,8/3/2015,"EK,JV,SF",PIMO,Y,M,1,24.5,NA,5.35,0,0,PMB,RTB,NA,NA,NA,0,35,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
9,SPR1620240,SPR16202409,7/17/2014,"PW, AU, TD",PIMO,Y,,1,24.5,NA,4.93,0,0,PSF,NA,NA,NA,NA,0,40,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
61,SS256120,SS25612061,8/16/2014,"PJW,MDR",JUOS,Y,,1,24.5,NA,3.79,0,0,NA,NA,NA,NA,NA,0,60,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
57,SS256360,SS25636057,8/15/2014,"PW, SF, AU, MR, SF",JUOS,Y,,1,24.5,NA,4.14,0,0,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
10,SS32120,SS3212010,8/13/2014,"PW, SF, AU",JUOS,Y,,1,24.5,NA,3.23,0,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
39,SS452240,SS45224039,9/12/2015,"PW,SF",JUOS,Y,,1,24.5,NA,4.63,NA,NA,PNS,NA,NA,NA,NA,0,5,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
50,SS452240,SS45224050,9/12/2015,"PW,SF",PIMO,Y,,1,24.5,NA,3.81,0,0,PTB,PSF,IPS,NA,NA,0,30,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
106,WHIS25240,WHIS25240106,7/19/2015,"SF, EK",PIMO,Y,M,1,24.5,NA,3.2,0,0,RTB,PSF,NA,NA,NA,0,80,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
15,WHIS64120,WHIS6412015,7/17/2015,"JV, SF",JUOS,Y,P,1,24.5,NA,3.32,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,1,,,24.5,,NA,NA,NA,NA,NA,NA,NA,NA,471.19625,0.47119625
51,RAV339120,RAV33912051,6/23/2015,"EK, JV ",JUOS,Y,,2,"20.6, 13.3",NA,8.94,,,NA,NA,NA,NA,NA,NA,20,NA,NA,1,,,20.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,471.98125,0.47198125
14,SHO424,SHO42414,6/17/2015,"SF, JV ",JUOS,Y,,2,"14.9, 19.5",NA,3.19,,,NA,NA,NA,NA,NA,NA,20,NA,NA,1,,,14.9,19.5,NA,NA,NA,NA,NA,NA,NA,NA,472.7741,0.4727741
35,NP342360,NP34236035,7/21/2015,"JV,EK",JUOS,Y,,4,"14.2,10.1,12.2,12.3",NA,3.19,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,14.2,10.1,12.2,12.3,NA,NA,NA,NA,NA,NA,473.9673,0.4739673
43,DES105,DES10543,8/13/2015,"JV,SF,EK",PIMO,Y,,1,24.6,NA,4.79,2,0,PTB,NA,NA,NA,NA,2,20,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
3,DES1014,DES10143,5/25/2015,"JV,SF",PIMO,N,B,NA,NA,1,2.94,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.273375,0.085527338
16,FC795120,FC79512016,6/6/2015,"SF, EK ",JUOS,Y,,NA,24.6,NA,2.9,,,NA,NA,NA,NA,NA,NA,55,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
57,NPELECTRICEEL360,NPELECTRICEEL36057,8/5/2015,"JV,EK,SF",PIMO,Y,,1,24.6,NA,5.14,30,0,PTB,PNS,PSF,NA,NA,0,50,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
64,SHO424360,SHO42436064,8/3/2015,"EK,JV,SF",JUOS,Y,M,1,24.6,NA,4.77,NA,NA,BB,NA,NA,NA,NA,0,20,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
19,SPR1620,SPR162019,7/16/2014,"PW, AU, TD",PIMO,Y,,1,24.6,NA,5.66,0,0,PTM,PSF,NA,NA,NA,0,20,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
66,SPR1620360,SPR162036066,7/18/2014,"PW,TD,AU",PIMO,Y,,1,24.6,NA,6.04,0,0,PTM,NA,NA,NA,NA,0,75,NA,NA,1,,dead top,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
36,WHIS25240,WHIS2524036,7/19/2015,"SF, EK",PIMO,Y,,1,24.6,NA,4.95,0,0,RTB,PTB,IPS,NA,NA,0,20,NA,NA,1,,,24.6,,NA,NA,NA,NA,NA,NA,NA,NA,475.0506,0.4750506
6,SS452360,SS4523606,9/12/2015,"PW,SF",JUOS,Y,,2,"21.7,11.6",NA,3.37,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,21.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,475.27825,0.47527825
85,DES1014120,DES101412085,5/27/2015,"PW,SF,JV,EK",JUOS,Y,P,1,24.7,NA,3.74,,,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
4,RAV339360,RAV3393604,5/23/2015,SF,PIMO,N,B,NA,NA,2,4.3,NA,NA,RTB,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.67174,0.086567174
54,DIA333240,DIA33324054,6/28/2015,"JV, EK",JUOS,Y,M,NA,24.7,NA,4.28,,,NA,NA,NA,NA,NA,NA,25,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
32,DES1014,DES101432,5/25/2015,"JV,SF",PIMO,N,B,NA,NA,1,5.71,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.8935,0.09078935
14,FC795360,FC79536014,6/6/2015,"EK, JV ",JUOS,Y,,NA,24.7,NA,2.28,,,NA,NA,NA,NA,NA,0,70,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
61,NPELECTRICEEL360,NPELECTRICEEL36061,8/5/2015,"JV,EK,SF",PIMO,Y,,1,24.7,NA,5.41,20,0,PTB,IPS,NA,NA,NA,0,15,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
17,RAV339120,RAV33912017,6/23/2015,"EK, JV ",JUOS,Y,,NA,24.7,NA,3.03,,,NA,NA,NA,NA,NA,NA,30,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
76,RAV339240,RAV33924076,5/21/2015,"SF,JV,EK",PIMO,Y,,1,24.7,NA,5.53,0,0,MT,NA,NA,NA,NA,0,60,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
33,RAV358240,RAV35824033,7/8/2015,"EK,SF",PIMO,Y,,1,24.7,NA,5,0,0,PSF,PTB,NA,NA,NA,0,70,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
13,ROB926,ROB92613,8/1/2015,"EK,JV,SF",JUOS,Y,,1,24.7,NA,3.25,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
50,DES1014240,DES101424050,5/26/2015,"SF,JV",PIMO,N,B,NA,NA,1,8.17,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.8935,0.09078935
23,ROB938240,ROB93824023,7/15/2015,"SF, JV, EK",PIMO,Y,,1,24.7,NA,7.7,3,0,IPS,NA,NA,NA,NA,0,35,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
47,TOI1596120,TOI159612047,7/30/2015,"SF,JV",PIMO,Y,,1,24.7,NA,5.46,0,0,RTB,PTB,NA,NA,NA,3,20,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
60,WHIS25240,WHIS2524060,7/19/2015,"SF, EK",JUOS,Y,P,1,24.7,NA,3.33,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,24.7,,NA,NA,NA,NA,NA,NA,NA,NA,478.92065,0.47892065
11,DES105,DES10511,8/13/2015,"SF,EK",PIMO,N,B,NA,NA,1,3.27,NA,NA,RTB,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.8935,0.09078935
7,FC791120,FC7911207,6/4/2015,"SF, JV ",PIMO,Y,,NA,24.8,NA,6.22,,,PNS,PTB,NA,NA,NA,0,15,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
7,FC791360,FC7913607,6/4/2015,"JV, EK ",JUOS,Y,,NA,24.8,NA,3.58,,,NA,NA,NA,NA,NA,0,NA,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
5,NP342,NP3425,7/21/2015,"JV,EK",PIMO,N,,1,24.8,1,5.81,NA,NA,RTB,PTB,NA,NA,NA,0,100,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
10,NP342360,NP34236010,7/21/2015,"JV,EK",JUOS,Y,,1,24.8,NA,1.8,NA,NA,NA,NA,NA,NA,NA,0,25,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
21,RAV339,RAV33921,5/20/2015,"SF,JV,EK",JUOS,Y,,1,24.8,NA,4.66,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
28,DES1014360,DES101436028,5/26/2015,"PW,EK",PIMO,N,B,NA,NA,2,4.91,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.606015,0.091860602
21,ROB926360,ROB92636021,7/31/2015,"SF, EK",JUOS,Y,,1,24.8,NA,4.17,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
21,SPR1620,SPR162021,7/16/2014,"PW, AU, TD",PIMO,Y,,1,24.8,NA,4.79,0,0,PSF,IPS,PTM,NA,NA,0,60,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
8,TOI1577,TOI15778,10/2/2015,"PW,SF",PIMO,Y,,1,24.8,NA,8.18,0,0,RTB,PTB,PSF,NA,NA,0,30,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
58,TOI1577,TOI157758,10/2/2015,"PW,SF",PIMO,Y,M,1,24.8,NA,3.56,0,0,PSF,PTB,PNS,NA,NA,0,10,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
9,WHIS25360,WHIS253609,7/20/2015,"SF,JV,EK",PIMO,Y,,1,24.8,NA,4.55,1,0,PTB,NA,NA,NA,NA,0,50,NA,NA,1,,,24.8,,NA,NA,NA,NA,NA,NA,NA,NA,482.8064,0.4828064
5,DES998240,DES9982405,6/9/2015,"SF, JV ",PIMO,Y,,NA,24.9,NA,5.99,0,0,PTB,PNS,PSF,NA,NA,0,15,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
17,DIA248360,DIA24836017,6/26/2015,"SF, JV ",PIMO,Y,,NA,24.9,NA,5.65,27,6,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
2,NPELECTRICEEL240,NPELECTRICEEL2402,8/5/2015,"JV, SF, EK",JUOS,Y,,1,24.9,NA,5.6,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
61,RAV339,RAV33961,5/20/2015,"SF,JV,EK",JUOS,Y,M,1,24.9,NA,4.56,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
65,RAV339240,RAV33924065,5/21/2015,"SF,JV,EK",PIMO,N,,1,24.9,1,6.99,NA,NA,RTB,IPS,NA,NA,NA,0,100,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
23,ROB926120,ROB92612023,8/1/2015,"SF,EK,JV",JUOS,Y,M,1,24.9,NA,4.28,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
53,DES1014,DES101453,5/25/2015,"JV,SF",PIMO,N,B,NA,NA,1,5.7,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929.38136,0.092938136
55,ROB938240,ROB93824055,7/15/2015,"SF, JV, EK",PIMO,Y,,1,24.9,NA,6,0,0,RTB,PTB,NA,NA,NA,0,15,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
4,SHO446240,SHO4462404,6/15/2015,"SF, JV ",PIMO,N,,NA,24.9,1,2.51,,,RTB,NA,NA,NA,NA,0,100,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
60,SPR1575240,SPR157524060,8/12/2015,"JV, EK, SF",PIMO,Y,P,1,24.9,NA,8.54,0,3,IPS,PSF,RTB,NA,NA,0,30,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
8,SS604,SS6048,8/17/2014,"SF, TD, AU",PIMO,Y,,1,24.9,NA,3.71,10,30,NA,NA,NA,NA,NA,0,30,NA,NA,1,,scarred bole caused by falling rocks,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
8,SS604360,SS6043608,8/17/2014,"SF, TD, AU",PIMO,Y,,1,24.9,NA,4.59,10,20,RTB,PNS,NA,NA,NA,0,50,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
38,TOI1577,TOI157738,10/2/2015,"PW,SF",PIMO,Y,,1,24.9,NA,5.35,0,0,PNS,PSF,PTB,NA,NA,0,15,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
47,TOI533120,TOI53312047,7/11/2015,"JV, EK",PIMO,Y,,1,24.9,NA,5.86,5,15,PTB,PNS,NA,NA,NA,0,25,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
1,WHIS25120,WHIS251201,7/20/2015,"EK,JV,SF",PIMO,N,,1,24.9,1,3.75,0,0,RTB,IPS,NA,NA,NA,0,100,NA,NA,1,,,24.9,,NA,NA,NA,NA,NA,NA,NA,NA,486.70785,0.48670785
68,WHIS25,WHIS2568,7/19/2015,"JV, EK",JUOS,Y,M,2,"22.9,9.9",NA,3.84,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,22.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,488.5997,0.4885997
28,NP342,NP34228,7/21/2015,"JV,EK",JUOS,Y,,2,"17.2,18.1",NA,2.88,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,17.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,489.40825,0.48940825
2,RAV358360,RAV3583602,7/9/2015,"JV, EK",JUOS,Y,,1,25,NA,2.72,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
85,ROB938360,ROB93836085,7/16/2015,"SF,EK",JUOS,N,,1,25,1,2.14,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
15,SHO446360,SHO44636015,6/15/2015,"JV, EK ",PIMO,N,,NA,25,NA,4.54,,,PMB,NA,NA,NA,NA,0,100,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
25,SS256360,SS25636025,8/15/2014,"PW, SF, AU, MR, SF",PIMO,Y,,1,25,NA,5.59,0,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
3,TOI1577360,TOI15773603,10/3/2015,"PW,SF",JUOS,Y,,1,25,NA,4.83,NA,NA,MT,NA,NA,NA,NA,0,15,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
71,TOI1577360,TOI157736071,10/3/2015,"PW,SF",JUOS,Y,,1,25,NA,7.77,NA,NA,MT,NA,NA,NA,NA,0,25,NA,NA,1,,,25,,NA,NA,NA,NA,NA,NA,NA,NA,490.625,0.490625
40,DES1014360,DES101436040,5/26/2015,"SF,JV",PIMO,Y,,1,25.1,NA,6.25,4,0,PMB,PTB,PSF,NA,NA,0,20,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
7,DES998240,DES9982407,6/9/2015,"SF, JV ",PIMO,Y,O,NA,25.1,NA,6.24,1,0,PTB,PNS,PSF,NA,NA,0,10,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
37,DES1014,DES101437,5/25/2015,"JV,SF",PIMO,N,B,NA,NA,1,7.25,NA,NA,IPS,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995.35286,0.099535286
42,FC791120,FC79112042,6/4/2015,"SF, JV ",PIMO,Y,,NA,25.1,NA,5.34,,,PNS,PTB,NA,NA,NA,0,25,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
11,FC791360,FC79136011,6/4/2015,"JV, EK ",JUOS,Y,,NA,25.1,NA,1.23,,,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
34,NP342,NP34234,7/21/2015,"JV,EK",PIMO,Y,M,1,25.1,NA,4.87,1,0,IPS,PTB,NA,NA,NA,0,25,NA,NA,2,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
52,SPR1575120,SPR157512052,8/10/2015,"SF,EK",JUOS,Y,M,1,25.1,NA,3.61,NA,NA,BB,NA,NA,NA,NA,0,40,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
18,SPR1620240,SPR162024018,7/17/2014,"PW, AU, TD",PIMO,Y,,1,25.1,NA,3.34,0,0,PSF,RTB,NA,NA,NA,0,50,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
45,SS32120,SS3212045,8/13/2014,"PW, SF, AU",PIMO,N,,1,25.1,1,4.78,0,0,NA,NA,NA,NA,NA,5,100,NA,NA,1,,cause of death unknown,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
13,SS32360,SS3236013,8/14/2014,"PW, SF, AU",PIMO,Y,,1,25.1,NA,5.54,5,0,NA,NA,NA,NA,NA,0,20,NA,NA,1,,,25.1,,NA,NA,NA,NA,NA,NA,NA,NA,494.55785,0.49455785
26,DES1014240,DES101424026,5/26/2015,"SF,JV",PIMO,N,B,NA,NA,1,3.77,NA,NA,IPS,PMB,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.846,0.1017846
7,RAV339240,RAV3392407,5/21/2015,"SF,JV,EK",JUOS,Y,,2,"16.2,19.2",NA,4.31,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,16.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,495.3978,0.4953978
1,DES998,DES9981,5/28/2015,"SF, PJW ",PIMO,Y,,NA,25.2,NA,5.58,1,0,PTB,PNS,NA,NA,NA,0,5,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
19,DES998240,DES99824019,6/9/2015,"SF, JV ",PIMO,Y,,NA,25.2,NA,6.44,0,0,PNS,PTB,NA,NA,NA,0,20,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
27,FC791240,FC79124027,6/3/2015,"SF, EK ",JUOS,Y,,NA,25.2,NA,1.55,,,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
2,FC795360,FC7953602,6/6/2015,"EK, JV ",JUOS,N,,NA,25.2,3,1.22,,,NA,NA,NA,NA,NA,0,100,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
24,ROB926240,ROB92624024,8/1/2015,"SF, JV",JUOS,Y,,1,25.2,NA,4.92,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
43,SS256360,SS25636043,8/15/2014,"PW, SF, AU, MR, SF",PIMO,Y,,1,25.2,NA,4.89,0,0,NA,NA,NA,NA,NA,0,5,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
42,SS32120,SS3212042,8/13/2014,"PW, SF, AU",PIMO,Y,,1,25.2,NA,4.65,8,1,PNS,NA,NA,NA,NA,4,25,NA,NA,1,,,25.2,,NA,NA,NA,NA,NA,NA,NA,NA,498.5064,0.4985064
20,ROB926240,ROB92624020,8/1/2015,"SF, JV",JUOS,Y,,2,"17.7,18",NA,4.99,NA,NA,BB,NA,NA,NA,NA,0,40,NA,NA,1,,,17.7,18,NA,NA,NA,NA,NA,NA,NA,NA,500.27265,0.50027265
40,SHO424360,SHO42436040,8/3/2015,"EK,JV,SF",JUOS,Y,,2,"20.8,14.4",NA,3.86,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,,,20.8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,502.4,0.5024
12,DES1014240,DES101424012,5/26/2015,"JV,PW",PIMO,Y,,1,25.3,NA,7.29,0,0,NA,NA,NA,NA,NA,3,20,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
18,DES105,DES10518,8/13/2015,"SF,EK",PIMO,N,B,NA,NA,1,5.46,NA,NA,IPS,RTB,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.846,0.1017846
17,FC791120,FC79112017,6/4/2015,"SF, JV ",PIMO,Y,,NA,25.3,NA,5.03,7,,PNS,PTB,PTM,NA,NA,0,10,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
5,ROB926,ROB9265,8/1/2015,"EK,JV,SF",PIMO,Y,,1,25.3,NA,5.77,5,8,PSF,PTB,NA,NA,NA,0,30,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
6,ROB926360,ROB9263606,7/31/2015,"SF, EK",JUOS,Y,,1,25.3,NA,6.47,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
8,ROB938120,ROB9381208,6/30/2015,"SF, EK, JV ",CELE,Y,,1,25.3,NA,2.67,NA,NA,BB,NA,NA,NA,NA,0,75,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
10,SHO424360,SHO42436010,8/3/2015,"EK,JV,SF",PIMO,Y,,1,25.3,NA,6.96,0,0,PTB,NA,NA,NA,NA,0,15,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
19,SPR1575,SPR157519,8/11/2015,"JV, EK, SF",JUOS,Y,,1,25.3,NA,4.46,,,NA,NA,NA,NA,NA,NA,15,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
7,SPR1620120,SPR16201207,3/21/2015,"SF,PW",PIMO,N,,1,25.3,3,2.83,NA,NA,RTB,IPS,NA,NA,NA,0,100,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
42,SPR1620240,SPR162024042,7/17/2014,"PW, AU, TD",PIMO,N,,1,25.3,1,4.84,0,0,RTB,IPS,NA,NA,NA,0,100,NA,NA,1,,,25.3,,NA,NA,NA,NA,NA,NA,NA,NA,502.47065,0.50247065
